,sura_num,sura_name,sura_hisab,sura_ayat
48,52,ومن اليل فسبحه وإدبر النجوم,93389,665
0,53,والنجم إذا هوى,106636,853
1,53,ما ضل صاحبكم وما غوى,106636,2095
2,53,وما ينطق عن الهوى,106636,388
3,53,إن هو إلا وحى يوحى,106636,152
4,53,علمه شديد القوى,106636,610
5,53,ذو مرة فاستوى,106636,1508
6,53,وهو بالأفق الأعلى,106636,373
7,53,ثم دنا فتدلى,106636,1119
8,53,فكان قاب قوسين أو أدنى,106636,552
9,53,فأوحى إلى عبده ما أوحى,106636,293
10,53,ما كذب الفؤاد ما رأى,106636,1132
11,53,أفتمرونه على ما يرى,106636,1153
12,53,ولقد رءاه نزلة أخرى,106636,1250
13,53,عند سدرة المنتهى,106636,929
14,53,عندها جنة المأوى,106636,276
15,53,إذ يغشى السدرة ما يغشى,106636,3682
16,53,ما زاغ البصر وما طغى,106636,2438
17,53,لقد رأى من ءايت ربه الكبرى,106636,1317
18,53,أفرءيتم اللت والعزى,106636,1317
19,53,ومنوة الثالثة الأخرى,106636,2016
20,53,ألكم الذكر وله الأنثى,106636,1675
21,53,تلك إذا قسمة ضيزى,106636,2184
22,53,إن هى إلا أسماء سميتموها أنتم وءاباؤكم ما أنزل الله بها من سلطن إن يتبعون إلا الظن وما تهوى الأنفس ولقد جاءهم من ربهم الهدى,106636,4637
23,53,أم للإنسن ما تمنى,106636,803
24,53,فلله الءاخرة والأولى,106636,1067
25,53,وكم من ملك فى السموت لا تغنى شفعتهم شئا إلا من بعد أن يأذن الله لمن يشاء ويرضى,106636,6104
26,53,إن الذين لا يؤمنون بالءاخرة ليسمون الملئكة تسمية الأنثى,106636,3300
27,53,وما لهم به من علم إن يتبعون إلا الظن وإن الظن لا يغنى من الحق شئا,106636,4640
28,53,فأعرض عن من تولى عن ذكرنا ولم يرد إلا الحيوة الدنيا,106636,3376
29,53,ذلك مبلغهم من العلم إن ربك هو أعلم بمن ضل عن سبيله وهو أعلم بمن اهتدى,106636,4372
30,53,ولله ما فى السموت وما فى الأرض ليجزى الذين أسٔوا بما عملوا ويجزى الذين أحسنوا بالحسنى,106636,4131
31,53,الذين يجتنبون كبئر الإثم والفوحش إلا اللمم إن ربك وسع المغفرة هو أعلم بكم إذ أنشأكم من الأرض وإذ أنتم أجنة فى بطون أمهتكم فلا تزكوا أنفسكم هو أعلم بمن اتقى,106636,10396
32,53,أفرءيت الذى تولى,106636,1879
33,53,وأعطى قليلا وأكدى,106636,308
34,53,أعنده علم الغيب فهو يرى,106636,1624
35,53,أم لم ينبأ بما فى صحف موسى,106636,601
36,53,وإبرهيم الذى وفى,106636,1101
37,53,ألا تزر وازرة وزر أخرى,106636,1882
38,53,وأن ليس للإنسن إلا ما سعى,106636,591
39,53,وأن سعيه سوف يرى,106636,568
40,53,ثم يجزىه الجزاء الأوفى,106636,746
41,53,وأن إلى ربك المنتهى,106636,856
42,53,وأنه هو أضحك وأبكى,106636,941
43,53,وأنه هو أمات وأحيا,106636,541
44,53,وأنه خلق الزوجين الذكر والأنثى,106636,2448
45,53,من نطفة إذا تمنى,106636,1436
46,53,وأن عليه النشأة الأخرى,106636,1401
47,53,وأنه هو أغنى وأقنى,106636,1301
48,53,وأنه هو رب الشعرى,106636,886
49,53,وأنه أهلك عادا الأولى,106636,272
50,53,وثمودا فما أبقى,106636,791
51,53,وقوم نوح من قبل إنهم كانوا هم أظلم وأطغى,106636,2654
52,53,والمؤتفكة أهوى,106636,605
53,53,فغشىها ما غشى,106636,2747
54,53,فبأى ءالاء ربك تتمارى,106636,1400
55,53,هذا نذير من النذر الأولى,106636,2815
56,53,أزفت الءازفة,106636,613
57,53,ليس لها من دون الله كاشفة,106636,758
58,53,أفمن هذا الحديث تعجبون,106636,1961
59,53,وتضحكون ولا تبكون,106636,1805
60,53,وأنتم سمدون,106636,657
61,53,فاسجدوا لله واعبدوا,106636,310
0,54,اقتربت الساعة وانشق القمر,118408,2098
1,54,وإن يروا ءاية يعرضوا ويقولوا سحر مستمر,118408,2545
2,54,وكذبوا واتبعوا أهواءهم وكل أمر مستقر,118408,2377
3,54,ولقد جاءهم من الأنباء ما فيه مزدجر,118408,756
4,54,حكمة بلغة فما تغن النذر,118408,3662
5,54,فتول عنهم يوم يدع الداع إلى شىء نكر,118408,1549
6,54,خشعا أبصرهم يخرجون من الأجداث كأنهم جراد منتشر,118408,4122
7,54,مهطعين إلى الداع يقول الكفرون هذا يوم عسر,118408,1956
8,54,كذبت قبلهم قوم نوح فكذبوا عبدنا وقالوا مجنون وازدجر,118408,2959
9,54,فدعا ربه أنى مغلوب فانتصر,118408,2322
10,54,ففتحنا أبوب السماء بماء منهمر,118408,1142
11,54,وفجرنا الأرض عيونا فالتقى الماء على أمر قد قدر,118408,2962
12,54,وحملنه على ذات ألوح ودسر,118408,1665
13,54,تجرى بأعيننا جزاء لمن كان كفر,118408,1300
14,54,ولقد تركنها ءاية فهل من مدكر,118408,1302
15,54,فكيف كان عذابى ونذر,118408,2000
16,54,ولقد يسرنا القرءان للذكر فهل من مدكر,118408,2293
17,54,كذبت عاد فكيف كان عذابى ونذر,118408,3197
18,54,إنا أرسلنا عليهم ريحا صرصرا فى يوم نحس مستمر,118408,2353
19,54,تنزع الناس كأنهم أعجاز نخل منقعر,118408,2007
20,54,فكيف كان عذابى ونذر,118408,2000
21,54,ولقد يسرنا القرءان للذكر فهل من مدكر,118408,2293
22,54,كذبت ثمود بالنذر,118408,2655
23,54,فقالوا أبشرا منا وحدا نتبعه إنا إذا لفى ضلل وسعر,118408,3429
24,54,أءلقى الذكر عليه من بيننا بل هو كذاب أشر,118408,2678
25,54,سيعلمون غدا من الكذاب الأشر,118408,2647
26,54,إنا مرسلوا الناقة فتنة لهم فارتقبهم واصطبر,118408,2322
27,54,ونبئهم أن الماء قسمة بينهم كل شرب محتضر,118408,2540
28,54,فنادوا صاحبهم فتعاطى فعقر,118408,1308
29,54,فكيف كان عذابى ونذر,118408,2000
30,54,إنا أرسلنا عليهم صيحة وحدة فكانوا كهشيم المحتظر,118408,2797
31,54,ولقد يسرنا القرءان للذكر فهل من مدكر,118408,2293
32,54,كذبت قوم لوط بالنذر,118408,2296
33,54,إنا أرسلنا عليهم حاصبا إلا ءال لوط نجينهم بسحر,118408,1188
34,54,نعمة من عندنا كذلك نجزى من شكر,118408,1880
35,54,ولقد أنذرهم بطشتنا فتماروا بالنذر,118408,3609
36,54,ولقد رودوه عن ضيفه فطمسنا أعينهم فذوقوا عذابى ونذر,118408,4424
37,54,ولقد صبحهم بكرة عذاب مستقر,118408,2085
38,54,فذوقوا عذابى ونذر,118408,2632
39,54,ولقد يسرنا القرءان للذكر فهل من مدكر,118408,2293
40,54,ولقد جاء ءال فرعون النذر,118408,1564
41,54,كذبوا بٔايتنا كلها فأخذنهم أخذ عزيز مقتدر,118408,4864
42,54,أكفاركم خير من أولئكم أم لكم براءة فى الزبر,118408,2030
43,54,أم يقولون نحن جميع منتصر,118408,1254
44,54,سيهزم الجمع ويولون الدبر,118408,611
45,54,بل الساعة موعدهم والساعة أدهى وأمر,118408,804
46,54,إن المجرمين فى ضلل وسعر,118408,1711
47,54,يوم يسحبون فى النار على وجوههم ذوقوا مس سقر,118408,2012
48,54,إنا كل شىء خلقنه بقدر,118408,1504
49,54,وما أمرنا إلا وحدة كلمح بالبصر,118408,817
50,54,ولقد أهلكنا أشياعكم فهل من مدكر,118408,1158
51,54,وكل شىء فعلوه فى الزبر,118408,888
52,54,وكل صغير وكبير مستطر,118408,2303
53,54,إن المتقين فى جنت ونهر,118408,1486
54,54,فى مقعد صدق عند مليك مقتدر,118408,1466
0,55,الرحمن,128127,329
1,55,علم القرءان,128127,523
2,55,خلق الإنسن,128127,922
3,55,علمه البيان,128127,239
4,55,الشمس والقمر بحسبان,128127,931
5,55,والنجم والشجر يسجدان,128127,798
6,55,والسماء رفعها ووضع الميزان,128127,1516
7,55,ألا تطغوا فى الميزان,128127,1677
8,55,وأقيموا الوزن بالقسط ولا تخسروا الميزان,128127,1903
9,55,والأرض وضعها للأنام,128127,2072
10,55,فيها فكهة والنخل ذات الأكمام,128127,2157
11,55,والحب ذو العصف والريحان,128127,1330
12,55,فبأى ءالاء ربكما تكذبان,128127,1563
13,55,خلق الإنسن من صلصل كالفخار,128127,2184
14,55,وخلق الجان من مارج من نار,128127,1496
15,55,فبأى ءالاء ربكما تكذبان,128127,1563
16,55,رب المشرقين ورب المغربين,128127,2474
17,55,فبأى ءالاء ربكما تكذبان,128127,1563
18,55,مرج البحرين يلتقيان,128127,1145
19,55,بينهما برزخ لا يبغيان,128127,2021
20,55,فبأى ءالاء ربكما تكذبان,128127,1563
21,55,يخرج منهما اللؤلؤ والمرجان,128127,1373
22,55,فبأى ءالاء ربكما تكذبان,128127,1563
23,55,وله الجوار المنشٔات فى البحر كالأعلم,128127,1627
24,55,فبأى ءالاء ربكما تكذبان,128127,1563
25,55,كل من عليها فان,128127,387
26,55,ويبقى وجه ربك ذو الجلل والإكرام,128127,1463
27,55,فبأى ءالاء ربكما تكذبان,128127,1563
28,55,يسٔله من فى السموت والأرض كل يوم هو فى شأن,128127,2418
29,55,فبأى ءالاء ربكما تكذبان,128127,1563
30,55,سنفرغ لكم أيه الثقلان,128127,2208
31,55,فبأى ءالاء ربكما تكذبان,128127,1563
32,55,يمعشر الجن والإنس إن استطعتم أن تنفذوا من أقطار السموت والأرض فانفذوا لا تنفذون إلا بسلطن,128127,7565
33,55,فبأى ءالاء ربكما تكذبان,128127,1563
34,55,يرسل عليكما شواظ من نار ونحاس فلا تنتصران,128127,3446
35,55,فبأى ءالاء ربكما تكذبان,128127,1563
36,55,فإذا انشقت السماء فكانت وردة كالدهان,128127,2643
37,55,فبأى ءالاء ربكما تكذبان,128127,1563
38,55,فيومئذ لا يسٔل عن ذنبه إنس ولا جان,128127,2047
39,55,فبأى ءالاء ربكما تكذبان,128127,1563
40,55,يعرف المجرمون بسيمهم فيؤخذ بالنوصى والأقدام,128127,2650
41,55,فبأى ءالاء ربكما تكذبان,128127,1563
42,55,هذه جهنم التى يكذب بها المجرمون,128127,2359
43,55,يطوفون بينها وبين حميم ءان,128127,447
44,55,فبأى ءالاء ربكما تكذبان,128127,1563
45,55,ولمن خاف مقام ربه جنتان,128127,1699
46,55,فبأى ءالاء ربكما تكذبان,128127,1563
47,55,ذواتا أفنان,128127,1290
48,55,فبأى ءالاء ربكما تكذبان,128127,1563
49,55,فيهما عينان تجريان,128127,981
50,55,فبأى ءالاء ربكما تكذبان,128127,1563
51,55,فيهما من كل فكهة زوجان,128127,453
52,55,فبأى ءالاء ربكما تكذبان,128127,1563
53,55,متكٔين على فرش بطائنها من إستبرق وجنى الجنتين دان,128127,2800
54,55,فبأى ءالاء ربكما تكذبان,128127,1563
55,55,فيهن قصرت الطرف لم يطمثهن إنس قبلهم ولا جان,128127,2318
56,55,فبأى ءالاء ربكما تكذبان,128127,1563
57,55,كأنهن الياقوت والمرجان,128127,1005
58,55,فبأى ءالاء ربكما تكذبان,128127,1563
59,55,هل جزاء الإحسن إلا الإحسن,128127,379
60,55,فبأى ءالاء ربكما تكذبان,128127,1563
61,55,ومن دونهما جنتان,128127,706
62,55,فبأى ءالاء ربكما تكذبان,128127,1563
63,55,مدهامتان,128127,541
64,55,فبأى ءالاء ربكما تكذبان,128127,1563
65,55,فيهما عينان نضاختان,128127,2219
66,55,فبأى ءالاء ربكما تكذبان,128127,1563
67,55,فيهما فكهة ونخل ورمان,128127,1229
68,55,فبأى ءالاء ربكما تكذبان,128127,1563
69,55,فيهن خيرت حسان,128127,1474
70,55,فبأى ءالاء ربكما تكذبان,128127,1563
71,55,حور مقصورت فى الخيام,128127,1822
72,55,فبأى ءالاء ربكما تكذبان,128127,1563
73,55,لم يطمثهن إنس قبلهم ولا جان,128127,1063
74,55,فبأى ءالاء ربكما تكذبان,128127,1563
75,55,متكٔين على رفرف خضر وعبقرى حسان,128127,3297
76,55,فبأى ءالاء ربكما تكذبان,128127,1563
77,55,تبرك اسم ربك ذى الجلل والإكرام,128127,2048
0,56,إذا وقعت الواقعة,124148,1491
1,56,ليس لوقعتها كاذبة,124148,1440
2,56,خافضة رافعة,124148,1842
3,56,إذا رجت الأرض رجا,124148,2541
4,56,وبست الجبال بسا,124148,598
5,56,فكانت هباء منبثا,124148,1153
6,56,وكنتم أزوجا ثلثة,124148,1569
7,56,فأصحب الميمنة ما أصحب الميمنة,124148,675
8,56,وأصحب المشٔمة ما أصحب المشٔمة,124148,1081
9,56,والسبقون السبقون,124148,504
10,56,أولئك المقربون,124148,487
11,56,فى جنت النعيم,124148,744
12,56,ثلة من الأولين,124148,753
13,56,وقليل من الءاخرين,124148,1159
14,56,على سرر موضونة,124148,1477
15,56,متكٔين عليها متقبلين,124148,1268
16,56,يطوف عليهم ولدن مخلدون,124148,1080
17,56,بأكواب وأباريق وكأس من معين,124148,699
18,56,لا يصدعون عنها ولا ينزفون,124148,627
19,56,وفكهة مما يتخيرون,124148,1473
20,56,ولحم طير مما يشتهون,124148,1155
21,56,وحور عين,124148,350
22,56,كأمثل اللؤلؤ المكنون,124148,881
23,56,جزاء بما كانوا يعملون,124148,339
24,56,لا يسمعون فيها لغوا ولا تأثيما,124148,2389
25,56,إلا قيلا سلما سلما,124148,435
26,56,وأصحب اليمين ما أصحب اليمين,124148,531
27,56,فى سدر مخضود,124148,1804
28,56,وطلح منضود,124148,953
29,56,وظل ممدود,124148,1030
30,56,وماء مسكوب,124148,176
31,56,وفكهة كثيرة,124148,851
32,56,لا مقطوعة ولا ممنوعة,124148,509
33,56,وفرش مرفوعة,124148,987
34,56,إنا أنشأنهن إنشاء,124148,862
35,56,فجعلنهن أبكارا,124148,513
36,56,عربا أترابا,124148,878
37,56,لأصحب اليمين,124148,272
38,56,ثلة من الأولين,124148,753
39,56,وثلة من الءاخرين,124148,1524
40,56,وأصحب الشمال ما أصحب الشمال,124148,1053
41,56,فى سموم وحميم,124148,340
42,56,وظل من يحموم,124148,1130
43,56,لا بارد ولا كريم,124148,545
44,56,إنهم كانوا قبل ذلك مترفين,124148,1836
45,56,وكانوا يصرون على الحنث العظيم,124148,2190
46,56,وكانوا يقولون أئذا متنا وكنا ترابا وعظما أءنا لمبعوثون,124148,3935
47,56,أوءاباؤنا الأولون,124148,188
48,56,قل إن الأولين والءاخرين,124148,1208
49,56,لمجموعون إلى ميقت يوم معلوم,124148,1078
50,56,ثم إنكم أيها الضالون المكذبون,124148,2435
51,56,لءاكلون من شجر من زقوم,124148,974
52,56,فمالٔون منها البطون,124148,401
53,56,فشربون عليه من الحميم,124148,972
54,56,فشربون شرب الهيم,124148,1226
55,56,هذا نزلهم يوم الدين,124148,989
56,56,نحن خلقنكم فلولا تصدقون,124148,1745
57,56,أفرءيتم ما تمنون,124148,1319
58,56,ءأنتم تخلقونه أم نحن الخلقون,124148,2649
59,56,نحن قدرنا بينكم الموت وما نحن بمسبوقين,124148,1487
60,56,على أن نبدل أمثلكم وننشئكم فى ما لا تعلمون,124148,2103
61,56,ولقد علمتم النشأة الأولى فلولا تذكرون,124148,2708
62,56,أفرءيتم ما تحرثون,124148,1937
63,56,ءأنتم تزرعونه أم نحن الزرعون,124148,1743
64,56,لو نشاء لجعلنه حطما فظلتم تفكهون,124148,2645
65,56,إنا لمغرمون,124148,1418
66,56,بل نحن محرومون,124148,490
67,56,أفرءيتم الماء الذى تشربون,124148,2504
68,56,ءأنتم أنزلتموه من المزن أم نحن المنزلون,124148,1612
69,56,لو نشاء جعلنه أجاجا فلولا تشكرون,124148,1678
70,56,أفرءيتم النار التى تورون,124148,2117
71,56,ءأنتم أنشأتم شجرتها أم نحن المنشٔون,124148,2819
72,56,نحن جعلنها تذكرة ومتعا للمقوين,124148,2375
73,56,فسبح باسم ربك العظيم,124148,1526
74,56,فلا أقسم بموقع النجوم,124148,660
75,56,وإنه لقسم لو تعلمون عظيم,124148,1944
76,56,إنه لقرءان كريم,124148,708
77,56,فى كتب مكنون,124148,678
78,56,لا يمسه إلا المطهرون,124148,519
79,56,تنزيل من رب العلمين,124148,1020
80,56,أفبهذا الحديث أنتم مدهنون,124148,1988
81,56,وتجعلون رزقكم أنكم تكذبون,124148,2221
82,56,فلولا إذا بلغت الحلقوم,124148,2496
83,56,وأنتم حينئذ تنظرون,124148,2872
84,56,ونحن أقرب إليه منكم ولكن لا تبصرون,124148,1498
85,56,فلولا إن كنتم غير مدينين,124148,2082
86,56,ترجعونها إن كنتم صدقين,124148,1550
87,56,فأما إن كان من المقربين,124148,767
88,56,فروح وريحان وجنت نعيم,124148,1198
89,56,وأما إن كان من أصحب اليمين,124148,502
90,56,فسلم لك من أصحب اليمين,124148,592
91,56,وأما إن كان من المكذبين الضالين,124148,2035
92,56,فنزل من حميم,124148,355
93,56,وتصلية جحيم,124148,602
94,56,إن هذا لهو حق اليقين,124148,1107
95,56,فسبح باسم ربك العظيم,124148,1526
0,57,سبح لله ما فى السموت والأرض وهو العزيز الحكيم,188916,2092
1,57,له ملك السموت والأرض يحى ويميت وهو على كل شىء قدير,188916,2996
2,57,هو الأول والءاخر والظهر والباطن وهو بكل شىء عليم,188916,2689
3,57,هو الذى خلق السموت والأرض فى ستة أيام ثم استوى على العرش يعلم ما يلج فى الأرض وما يخرج منها وما ينزل من السماء وما يعرج فيها وهو معكم أين ما كنتم والله بما تعملون بصير,188916,10309
4,57,له ملك السموت والأرض وإلى الله ترجع الأمور,188916,2764
5,57,يولج اليل فى النهار ويولج النهار فى اليل وهو عليم بذات الصدور,188916,2601
6,57,ءامنوا بالله ورسوله وأنفقوا مما جعلكم مستخلفين فيه فالذين ءامنوا منكم وأنفقوا لهم أجر كبير,188916,4202
7,57,وما لكم لا تؤمنون بالله والرسول يدعوكم لتؤمنوا بربكم وقد أخذ ميثقكم إن كنتم مؤمنين,188916,4931
8,57,هو الذى ينزل على عبده ءايت بينت ليخرجكم من الظلمت إلى النور وإن الله بكم لرءوف رحيم,188916,5396
9,57,وما لكم ألا تنفقوا فى سبيل الله ولله ميرث السموت والأرض لا يستوى منكم من أنفق من قبل الفتح وقتل أولئك أعظم درجة من الذين أنفقوا من بعد وقتلوا وكلا وعد الله الحسنى والله بما تعملون خبير,188916,10719
10,57,من ذا الذى يقرض الله قرضا حسنا فيضعفه له وله أجر كريم,188916,5523
11,57,يوم ترى المؤمنين والمؤمنت يسعى نورهم بين أيديهم وبأيمنهم بشرىكم اليوم جنت تجرى من تحتها الأنهر خلدين فيها ذلك هو الفوز العظيم,188916,7835
12,57,يوم يقول المنفقون والمنفقت للذين ءامنوا انظرونا نقتبس من نوركم قيل ارجعوا وراءكم فالتمسوا نورا فضرب بينهم بسور له باب باطنه فيه الرحمة وظهره من قبله العذاب,188916,10065
13,57,ينادونهم ألم نكن معكم قالوا بلى ولكنكم فتنتم أنفسكم وتربصتم وارتبتم وغرتكم الأمانى حتى جاء أمر الله وغركم بالله الغرور,188916,9581
14,57,فاليوم لا يؤخذ منكم فدية ولا من الذين كفروا مأوىكم النار هى مولىكم وبئس المصير,188916,3983
15,57,ألم يأن للذين ءامنوا أن تخشع قلوبهم لذكر الله وما نزل من الحق ولا يكونوا كالذين أوتوا الكتب من قبل فطال عليهم الأمد فقست قلوبهم وكثير منهم فسقون,188916,8405
16,57,اعلموا أن الله يحى الأرض بعد موتها قد بينا لكم الءايت لعلكم تعقلون,188916,3399
17,57,إن المصدقين والمصدقت وأقرضوا الله قرضا حسنا يضعف لهم ولهم أجر كريم,188916,5037
18,57,والذين ءامنوا بالله ورسله أولئك هم الصديقون والشهداء عند ربهم لهم أجرهم ونورهم والذين كفروا وكذبوا بٔايتنا أولئك أصحب الجحيم,188916,5563
19,57,اعلموا أنما الحيوة الدنيا لعب ولهو وزينة وتفاخر بينكم وتكاثر فى الأمول والأولد كمثل غيث أعجب الكفار نباته ثم يهيج فترىه مصفرا ثم يكون حطما وفى الءاخرة عذاب شديد ومغفرة من الله ورضون وما الحيوة الدنيا إلا متع الغرور,188916,15515
20,57,سابقوا إلى مغفرة من ربكم وجنة عرضها كعرض السماء والأرض أعدت للذين ءامنوا بالله ورسله ذلك فضل الله يؤتيه من يشاء والله ذو الفضل العظيم,188916,12376
21,57,ما أصاب من مصيبة فى الأرض ولا فى أنفسكم إلا فى كتب من قبل أن نبرأها إن ذلك على الله يسير,188916,4205
22,57,لكيلا تأسوا على ما فاتكم ولا تفرحوا بما ءاتىكم والله لا يحب كل مختال فخور,188916,4628
23,57,الذين يبخلون ويأمرون الناس بالبخل ومن يتول فإن الله هو الغنى الحميد,188916,4543
24,57,لقد أرسلنا رسلنا بالبينت وأنزلنا معهم الكتب والميزان ليقوم الناس بالقسط وأنزلنا الحديد فيه بأس شديد ومنفع للناس وليعلم الله من ينصره ورسله بالغيب إن الله قوى عزيز,188916,6205
25,57,ولقد أرسلنا نوحا وإبرهيم وجعلنا فى ذريتهما النبوة والكتب فمنهم مهتد وكثير منهم فسقون,188916,4801
26,57,ثم قفينا على ءاثرهم برسلنا وقفينا بعيسى ابن مريم وءاتينه الإنجيل وجعلنا فى قلوب الذين اتبعوه رأفة ورحمة ورهبانية ابتدعوها ما كتبنها عليهم إلا ابتغاء رضون الله فما رعوها حق رعايتها فٔاتينا الذين ءامنوا منهم أجرهم وكثير منهم فسقون,188916,13711
27,57,يأيها الذين ءامنوا اتقوا الله وءامنوا برسوله يؤتكم كفلين من رحمته ويجعل لكم نورا تمشون به ويغفر لكم والله غفور رحيم,188916,7574
28,57,لئلا يعلم أهل الكتب ألا يقدرون على شىء من فضل الله وأن الفضل بيد الله يؤتيه من يشاء والله ذو الفضل العظيم,188916,7268
0,58,قد سمع الله قول التى تجدلك فى زوجها وتشتكى إلى الله والله يسمع تحاوركما إن الله سميع بصير,131243,4256
1,58,الذين يظهرون منكم من نسائهم ما هن أمهتهم إن أمهتهم إلا الٔى ولدنهم وإنهم ليقولون منكرا من القول وزورا وإن الله لعفو غفور,131243,6413
2,58,والذين يظهرون من نسائهم ثم يعودون لما قالوا فتحرير رقبة من قبل أن يتماسا ذلكم توعظون به والله بما تعملون خبير,131243,8852
3,58,فمن لم يجد فصيام شهرين متتابعين من قبل أن يتماسا فمن لم يستطع فإطعام ستين مسكينا ذلك لتؤمنوا بالله ورسوله وتلك حدود الله وللكفرين عذاب أليم,131243,7969
4,58,إن الذين يحادون الله ورسوله كبتوا كما كبت الذين من قبلهم وقد أنزلنا ءايت بينت وللكفرين عذاب مهين,131243,5691
5,58,يوم يبعثهم الله جميعا فينبئهم بما عملوا أحصىه الله ونسوه والله على كل شىء شهيد,131243,2420
6,58,ألم تر أن الله يعلم ما فى السموت وما فى الأرض ما يكون من نجوى ثلثة إلا هو رابعهم ولا خمسة إلا هو سادسهم ولا أدنى من ذلك ولا أكثر إلا هو معهم أين ما كانوا ثم ينبئهم بما عملوا يوم القيمة إن الله بكل شىء عليم,131243,9200
7,58,ألم تر إلى الذين نهوا عن النجوى ثم يعودون لما نهوا عنه ويتنجون بالإثم والعدون ومعصيت الرسول وإذا جاءوك حيوك بما لم يحيك به الله ويقولون فى أنفسهم لولا يعذبنا الله بما نقول حسبهم جهنم يصلونها فبئس المصير,131243,8603
8,58,يأيها الذين ءامنوا إذا تنجيتم فلا تتنجوا بالإثم والعدون ومعصيت الرسول وتنجوا بالبر والتقوى واتقوا الله الذى إليه تحشرون,131243,8762
9,58,إنما النجوى من الشيطن ليحزن الذين ءامنوا وليس بضارهم شئا إلا بإذن الله وعلى الله فليتوكل المؤمنون,131243,4969
10,58,يأيها الذين ءامنوا إذا قيل لكم تفسحوا فى المجلس فافسحوا يفسح الله لكم وإذا قيل انشزوا فانشزوا يرفع الله الذين ءامنوا منكم والذين أوتوا العلم درجت والله بما تعملون خبير,131243,9844
11,58,يأيها الذين ءامنوا إذا نجيتم الرسول فقدموا بين يدى نجوىكم صدقة ذلك خير لكم وأطهر فإن لم تجدوا فإن الله غفور رحيم,131243,7321
12,58,ءأشفقتم أن تقدموا بين يدى نجوىكم صدقت فإذ لم تفعلوا وتاب الله عليكم فأقيموا الصلوة وءاتوا الزكوة وأطيعوا الله ورسوله والله خبير بما تعملون,131243,7299
13,58,ألم تر إلى الذين تولوا قوما غضب الله عليهم ما هم منكم ولا منهم ويحلفون على الكذب وهم يعلمون,131243,5834
14,58,أعد الله لهم عذابا شديدا إنهم ساء ما كانوا يعملون,131243,1792
15,58,اتخذوا أيمنهم جنة فصدوا عن سبيل الله فلهم عذاب مهين,131243,3414
16,58,لن تغنى عنهم أمولهم ولا أولدهم من الله شئا أولئك أصحب النار هم فيها خلدون,131243,3689
17,58,يوم يبعثهم الله جميعا فيحلفون له كما يحلفون لكم ويحسبون أنهم على شىء ألا إنهم هم الكذبون,131243,3148
18,58,استحوذ عليهم الشيطن فأنسىهم ذكر الله أولئك حزب الشيطن ألا إن حزب الشيطن هم الخسرون,131243,4929
19,58,إن الذين يحادون الله ورسوله أولئك فى الأذلين,131243,2264
20,58,كتب الله لأغلبن أنا ورسلى إن الله قوى عزيز,131243,2286
21,58,لا تجد قوما يؤمنون بالله واليوم الءاخر يوادون من حاد الله ورسوله ولو كانوا ءاباءهم أو أبناءهم أو إخونهم أو عشيرتهم أولئك كتب فى قلوبهم الإيمن وأيدهم بروح منه ويدخلهم جنت تجرى من تحتها الأنهر خلدين فيها رضى الله عنهم ورضوا عنه أولئك حزب الله ألا إن حزب الله هم المفلحون,131243,12288
0,59,سبح لله ما فى السموت وما فى الأرض وهو العزيز الحكيم,129274,2223
1,59,هو الذى أخرج الذين كفروا من أهل الكتب من ديرهم لأول الحشر ما ظننتم أن يخرجوا وظنوا أنهم مانعتهم حصونهم من الله فأتىهم الله من حيث لم يحتسبوا وقذف فى قلوبهم الرعب يخربون بيوتهم بأيديهم وأيدى المؤمنين فاعتبروا يأولى الأبصر,129274,14586
2,59,ولولا أن كتب الله عليهم الجلاء لعذبهم فى الدنيا ولهم فى الءاخرة عذاب النار,129274,3930
3,59,ذلك بأنهم شاقوا الله ورسوله ومن يشاق الله فإن الله شديد العقاب,129274,2921
4,59,ما قطعتم من لينة أو تركتموها قائمة على أصولها فبإذن الله وليخزى الفسقين,129274,4207
5,59,وما أفاء الله على رسوله منهم فما أوجفتم عليه من خيل ولا ركاب ولكن الله يسلط رسله على من يشاء والله على كل شىء قدير,129274,4443
6,59,ما أفاء الله على رسوله من أهل القرى فلله وللرسول ولذى القربى واليتمى والمسكين وابن السبيل كى لا يكون دولة بين الأغنياء منكم وما ءاتىكم الرسول فخذوه وما نهىكم عنه فانتهوا واتقوا الله إن الله شديد العقاب,129274,9364
7,59,للفقراء المهجرين الذين أخرجوا من ديرهم وأمولهم يبتغون فضلا من الله ورضونا وينصرون الله ورسوله أولئك هم الصدقون,129274,7627
8,59,والذين تبوءو الدار والإيمن من قبلهم يحبون من هاجر إليهم ولا يجدون فى صدورهم حاجة مما أوتوا ويؤثرون على أنفسهم ولو كان بهم خصاصة ومن يوق شح نفسه فأولئك هم المفلحون,129274,6579
9,59,والذين جاءو من بعدهم يقولون ربنا اغفر لنا ولإخوننا الذين سبقونا بالإيمن ولا تجعل فى قلوبنا غلا للذين ءامنوا ربنا إنك رءوف رحيم,129274,8362
10,59,ألم تر إلى الذين نافقوا يقولون لإخونهم الذين كفروا من أهل الكتب لئن أخرجتم لنخرجن معكم ولا نطيع فيكم أحدا أبدا وإن قوتلتم لننصرنكم والله يشهد إنهم لكذبون,129274,9986
11,59,لئن أخرجوا لا يخرجون معهم ولئن قوتلوا لا ينصرونهم ولئن نصروهم ليولن الأدبر ثم لا ينصرون,129274,4878
12,59,لأنتم أشد رهبة فى صدورهم من الله ذلك بأنهم قوم لا يفقهون,129274,2905
